hogar;agente;tipo_domicilio;forma_pago;dia;hora;duracion_minutos;valor
565;18;2;1;14;15;46;192000
135;96;1;2;15;2;11;135000
649;27;1;2;12;6;33;114000
307;46;3;3;25;6;38;191000
306;65;3;3;17;14;16;92000
502;6;4;2;8;23;21;181000
511;92;1;3;22;15;24;108000
294;43;2;1;25;12;23;93000
283;14;1;2;6;16;28;129000
210;61;4;3;5;18;54;190000
676;11;2;1;28;14;13;19000
113;9;3;2;9;12;31;14000
442;97;1;1;11;3;34;107000
480;75;1;3;16;22;32;68000
488;48;1;3;4;9;29;106000
45;18;4;1;4;7;42;133000
617;47;1;1;2;15;26;37000
212;11;3;2;11;11;37;45000
96;60;4;1;22;16;31;187000
44;76;2;3;15;2;58;83000
566;72;4;1;18;19;11;159000
401;10;4;1;26;22;45;101000
482;48;1;1;26;18;47;195000
855;87;4;1;11;12;27;134000
637;100;1;2;5;1;40;151000
72;63;2;2;22;0;53;9000
555;62;1;3;21;18;54;176000
15;90;2;3;12;1;11;69000
288;1;3;1;19;13;40;145000
793;95;1;3;16;23;55;16000
696;76;2;2;25;1;16;158000
378;94;1;1;4;11;53;173000
434;76;4;1;6;1;46;16000
465;47;2;3;24;7;18;125000
846;82;3;1;21;19;22;5000
137;30;2;1;9;16;45;79000
891;81;3;3;23;11;17;132000
362;51;3;2;27;22;13;80000
245;37;3;3;7;12;44;60000
939;55;4;1;30;15;39;172000
223;58;4;3;13;2;37;150000
674;67;1;2;12;9;54;151000
903;46;3;1;8;8;27;29000
706;85;1;2;3;7;46;173000
479;42;3;2;28;21;11;151000
463;79;3;2;15;16;28;31000
877;4;2;2;3;0;49;42000
711;5;2;3;22;13;46;23000
684;2;2;3;27;14;22;44000
697;94;4;3;10;19;43;175000
843;22;4;1;18;13;39;185000
658;43;4;2;13;13;46;1000
38;62;3;3;1;6;32;103000
679;67;4;2;8;18;40;162000
597;32;3;2;17;8;57;96000
985;14;4;2;25;19;11;51000
586;73;3;3;2;4;38;67000
805;40;4;2;25;1;23;84000
455;4;3;2;25;16;45;14000
179;68;2;3;2;0;51;17000
102;14;2;3;25;12;30;51000
79;94;1;2;23;16;13;74000
131;13;4;1;3;17;11;128000
729;24;1;2;6;3;12;64000
538;70;1;3;5;8;42;31000
636;89;4;1;18;12;48;161000
712;93;4;1;28;4;42;100000
834;88;2;3;24;18;55;93000
547;76;4;1;26;13;46;173000
655;46;1;1;19;3;14;158000
129;71;2;3;17;23;39;154000
210;16;1;1;8;4;18;25000
468;69;3;1;17;23;24;78000
448;41;3;3;7;13;26;171000
401;19;4;3;29;12;32;120000
923;2;1;1;6;6;44;37000
531;6;1;1;15;5;10;147000
845;18;3;1;4;9;47;181000
485;74;3;1;20;12;18;16000
617;33;1;1;20;1;51;137000
197;47;4;2;20;11;48;90000
31;47;4;2;14;10;20;91000
494;33;1;2;13;5;39;77000
594;15;2;2;4;8;59;56000
317;39;4;2;9;23;38;165000
99;6;1;2;18;20;56;130000
687;97;4;2;22;19;27;121000
442;25;2;1;21;3;55;180000
691;68;4;2;21;17;20;106000
81;60;3;3;10;3;23;111000
121;96;2;3;9;4;32;45000
860;51;2;3;27;22;53;126000
118;5;4;1;13;3;48;45000
63;89;3;1;18;6;58;71000
71;8;1;1;4;18;16;15000
36;82;4;1;27;4;29;121000
9;82;2;1;3;3;37;32000
327;18;4;1;30;14;38;93000
292;88;1;1;9;21;41;23000
873;67;4;2;1;23;39;59000
665;99;3;2;23;9;58;31000
925;78;1;3;11;2;18;154000
735;48;2;1;12;8;47;86000
248;22;1;1;10;7;43;192000
418;75;1;1;21;10;59;33000
91;69;1;3;12;23;33;60000
828;18;4;3;14;14;34;185000
652;81;1;3;20;8;36;78000
665;98;3;3;20;17;38;23000
794;37;3;1;30;11;45;118000
409;47;2;1;10;2;35;62000
768;87;2;1;3;16;50;122000
645;70;2;1;15;3;51;189000
289;94;4;3;17;9;24;136000
6;84;3;2;22;1;23;156000
794;32;4;3;20;23;27;2000
900;46;1;2;29;8;25;177000
853;90;1;3;11;4;39;3000
576;30;1;1;19;11;47;140000
459;75;1;2;26;11;27;79000
473;94;4;3;23;15;19;152000
256;86;3;2;29;3;51;24000
198;3;1;2;20;22;40;155000
175;42;3;2;2;1;46;122000
629;95;1;2;19;4;53;126000
117;9;3;3;14;11;26;49000
761;40;4;1;4;9;54;159000
692;74;1;2;26;0;45;4000
254;8;1;1;15;3;37;18000
266;86;3;1;8;13;24;27000
718;11;2;3;30;0;37;34000
738;31;4;3;4;15;15;86000
756;9;3;2;31;21;10;180000
788;3;2;1;14;13;57;39000
917;25;2;3;12;17;15;161000
536;41;2;3;21;5;57;38000
580;29;1;2;18;15;11;174000
541;19;2;2;28;19;17;27000
593;41;2;2;18;20;39;102000
633;57;4;2;8;19;25;36000
590;53;4;1;25;22;20;198000
223;56;3;1;20;17;37;69000
645;92;2;3;25;15;11;127000
498;83;2;2;9;1;46;94000
801;68;3;1;12;13;31;11000
292;5;4;1;5;3;19;111000
145;73;3;2;5;11;10;29000
114;24;4;1;6;8;25;45000
20;40;2;1;28;4;28;38000
208;68;1;2;17;2;48;199000
163;43;1;3;12;17;55;190000
966;54;1;2;26;21;28;68000
287;80;2;1;16;17;13;147000
322;78;1;1;23;10;50;1000
995;51;4;3;31;15;40;148000
208;78;1;1;7;12;57;177000
509;60;2;1;23;14;38;20000
876;21;3;2;30;9;43;93000
696;40;2;2;25;9;54;43000
455;5;4;3;17;15;25;75000
515;60;4;3;17;12;12;108000
846;90;2;1;17;10;36;147000
270;50;4;1;3;17;17;155000
298;35;4;3;3;22;27;56000
474;10;2;2;22;21;32;17000
103;82;3;2;3;17;57;68000
389;1;4;3;10;12;13;29000
663;47;3;3;30;2;24;196000
174;74;2;2;12;16;36;154000
373;27;2;1;16;0;45;116000
471;89;3;1;15;6;20;70000
584;45;1;3;9;8;28;4000
77;98;3;3;14;19;52;63000
134;36;2;1;12;5;59;58000
488;45;2;1;2;3;39;28000
409;30;4;3;24;6;31;16000
774;21;2;1;24;9;53;37000
74;17;4;3;8;4;11;12000
34;74;4;3;14;8;25;26000
631;4;3;1;23;7;57;102000
341;80;4;3;22;8;30;48000
501;66;3;3;16;23;28;100000
218;71;3;3;30;5;58;53000
750;87;3;1;11;4;24;113000
907;62;1;3;26;23;25;35000
888;76;1;3;13;4;21;132000
928;20;3;1;12;8;28;97000
724;36;1;1;31;5;44;127000
637;48;1;1;6;5;34;123000
712;88;2;2;8;18;14;190000
79;36;2;1;12;7;14;91000
171;16;1;3;20;23;43;11000
384;96;3;2;11;21;15;191000
737;97;2;1;29;21;13;114000
877;24;1;2;15;10;39;93000
376;44;3;3;27;11;39;119000
819;34;1;3;30;22;31;69000
448;10;1;1;29;3;11;145000
732;9;2;3;18;11;44;39000
367;9;3;1;7;5;42;64000
907;77;3;3;1;12;11;157000
932;31;1;1;18;23;27;82000
145;92;2;2;25;18;37;134000
433;87;1;1;29;0;41;67000
724;98;2;1;21;19;51;81000
802;12;4;2;31;4;23;151000
448;75;2;2;2;15;10;169000
232;4;1;2;23;14;53;89000
176;19;2;1;3;23;30;9000
94;41;1;2;8;9;56;108000
101;40;3;2;1;12;19;96000
882;49;3;3;31;18;30;84000
993;62;4;3;8;9;10;73000
252;23;2;1;2;15;46;33000
276;64;1;3;1;8;30;156000
930;98;2;3;13;0;31;108000
123;73;4;1;21;19;48;37000
65;47;2;3;26;9;50;45000
909;85;4;3;7;23;49;169000
737;88;1;3;17;2;58;22000
842;4;1;3;22;1;52;193000
994;53;2;1;26;9;17;80000
595;89;4;1;3;1;29;74000
821;93;3;3;14;0;44;197000
51;18;4;1;22;5;30;78000
885;30;4;1;22;15;40;39000
698;93;3;2;16;20;56;63000
289;3;3;2;2;5;29;77000
619;99;4;2;20;15;13;41000
21;49;2;3;6;23;32;22000
974;82;2;3;29;18;58;126000
493;31;3;3;24;16;11;118000
265;56;3;2;4;15;46;77000
976;48;3;2;8;16;21;62000
215;32;2;2;3;8;50;156000
227;10;3;3;8;22;59;196000
591;32;2;3;27;2;15;50000
576;70;1;2;7;20;29;197000
73;58;3;3;7;8;45;145000
157;57;4;1;26;10;30;97000
603;15;3;1;20;21;50;173000
707;82;3;2;12;14;54;62000
837;86;3;3;3;21;10;161000
228;51;1;2;14;7;59;123000
18;55;4;2;2;11;23;23000
155;73;4;2;29;21;10;35000
499;95;3;2;29;5;21;10000
184;3;2;3;22;2;14;8000
238;14;4;3;18;5;37;116000
993;35;4;2;11;0;14;137000
473;27;3;1;14;14;22;180000
557;35;2;3;30;6;23;77000
956;38;2;2;11;12;10;14000
462;6;2;1;20;0;18;78000
560;93;4;2;9;18;53;5000
695;45;2;1;25;19;14;37000
405;29;3;3;29;9;39;18000
794;6;4;2;19;2;46;147000
723;6;4;2;6;14;20;57000
744;60;2;2;12;20;24;192000
699;98;2;2;13;19;35;44000
22;12;1;3;30;5;26;174000
838;7;1;2;19;8;14;37000
781;41;4;1;9;4;30;9000
52;44;3;1;14;20;56;159000
352;43;3;3;11;6;48;40000
722;24;3;1;2;18;46;39000
472;34;4;2;22;16;19;194000
215;16;3;2;11;11;52;144000
775;60;1;2;20;0;52;88000
572;41;3;1;1;9;27;126000
200;54;1;2;24;2;24;146000
303;2;3;1;14;12;24;4000
394;84;4;2;1;7;43;156000
402;67;2;3;16;19;40;172000
397;8;2;1;19;13;16;190000
976;100;4;2;20;3;56;132000
158;80;2;3;21;16;56;142000
470;79;1;1;4;1;20;56000
338;81;4;2;23;8;56;174000
527;65;2;3;13;21;25;86000
892;19;4;2;11;15;10;95000
892;59;2;3;16;21;36;156000
229;14;4;2;20;11;51;60000
596;23;2;3;12;7;59;2000
959;76;4;1;25;8;15;33000
665;44;4;1;30;2;34;71000
738;82;4;2;21;3;30;127000
926;94;4;2;10;5;35;170000
269;58;3;3;25;22;19;2000
924;100;4;1;2;22;33;100000
674;15;1;1;23;9;45;157000
328;79;1;2;30;1;14;108000
370;39;2;2;23;4;35;42000
606;70;4;1;22;9;12;188000
470;51;1;3;23;6;53;68000
75;93;1;3;17;19;39;115000
669;45;2;3;15;13;37;192000
221;5;2;3;24;14;35;80000
528;9;2;1;29;3;56;42000
39;27;4;1;17;23;39;33000
113;1;1;1;3;15;58;137000
666;93;4;2;2;9;45;167000
765;55;3;1;3;20;19;181000
505;98;4;2;4;12;21;39000
209;8;2;1;27;16;50;184000
597;96;3;1;19;4;30;169000
112;90;3;1;14;16;11;120000
878;44;4;2;21;5;54;165000
845;81;2;1;15;6;29;73000
594;96;2;2;11;9;24;119000
404;78;1;2;16;6;34;108000
991;100;1;2;3;15;38;19000
38;83;4;1;5;17;18;26000
988;34;2;2;10;11;13;14000
983;30;3;2;7;21;37;54000
769;77;2;2;8;19;17;24000
225;49;3;2;8;1;21;140000
387;33;3;3;13;9;35;55000
715;35;4;1;5;12;54;169000
770;55;3;1;16;19;33;184000
839;28;2;2;15;17;52;125000
560;32;4;2;1;19;15;110000
761;38;4;2;12;17;28;146000
647;6;2;2;28;5;25;135000
467;38;2;1;26;9;21;4000
631;49;3;2;29;14;13;185000
905;50;1;1;5;10;18;154000
70;93;4;2;9;14;14;104000
367;99;2;1;2;9;40;188000
926;14;3;3;7;4;44;64000
923;39;2;2;9;1;40;146000
128;69;3;2;25;8;53;32000
603;64;2;3;27;22;21;191000
144;16;4;1;24;6;17;178000
598;72;1;2;25;22;29;26000
725;30;4;2;20;14;23;26000
176;51;2;2;13;9;31;193000
702;35;2;3;7;0;49;129000
638;46;2;2;20;4;42;13000
341;69;2;3;27;23;49;71000
842;40;1;1;6;17;33;116000
105;82;1;1;23;2;29;2000
960;9;4;2;10;6;31;126000
573;82;1;3;14;5;14;170000
463;72;4;3;23;15;46;175000
69;11;2;2;17;22;46;51000
646;23;4;2;2;12;33;156000
757;74;3;3;26;11;17;116000
316;69;2;1;12;23;46;94000
694;69;3;3;10;20;38;46000
526;85;2;2;9;10;17;8000
157;15;4;1;15;14;16;119000
356;22;2;2;30;4;25;118000
963;58;3;2;7;12;48;180000
125;16;3;3;30;2;55;56000
581;9;4;2;10;23;58;68000
726;43;1;3;14;8;58;169000
878;61;2;3;21;7;24;151000
110;41;1;1;18;10;42;178000
877;9;4;2;21;9;21;113000
865;76;1;1;8;13;17;91000
27;52;4;3;16;23;15;158000
235;44;4;2;17;18;12;41000
858;65;4;2;26;10;28;190000
228;58;1;2;19;10;34;98000
683;73;4;1;3;20;15;22000
530;34;2;2;19;6;57;103000
506;61;2;3;15;4;31;116000
28;93;4;3;14;23;21;77000
366;48;2;2;20;22;37;66000
394;64;1;2;27;5;33;199000
633;43;1;1;3;2;48;27000
920;93;4;3;19;8;58;11000
392;8;1;2;24;0;39;172000
179;91;4;2;17;4;39;12000
292;16;1;1;8;19;52;191000
546;86;4;2;14;1;58;118000
309;67;4;1;28;22;49;94000
525;28;3;1;9;23;38;183000
247;34;4;3;16;19;44;124000
768;14;3;3;8;4;46;80000
54;68;2;2;17;3;34;100000
405;11;1;2;23;20;42;137000
175;47;1;2;5;3;47;34000
754;51;4;1;23;13;46;64000
564;59;1;3;13;8;49;132000
870;85;2;2;2;16;26;74000
174;29;2;2;24;12;42;2000
887;8;3;1;30;17;19;117000
875;50;2;3;20;13;27;174000
406;73;3;2;16;17;25;61000
868;32;2;3;12;14;10;81000
535;21;2;3;16;12;10;186000
46;83;4;1;2;1;12;37000
391;59;2;3;17;8;27;21000
188;100;2;3;9;5;32;169000
941;87;2;2;18;7;12;124000
625;47;4;1;25;6;31;53000
543;81;3;3;13;12;51;40000
501;41;3;2;22;2;51;157000
857;35;2;3;25;14;59;197000
120;87;1;3;7;8;13;8000
689;68;1;3;25;0;57;183000
366;49;4;1;3;16;45;34000
302;52;4;1;2;22;47;145000
314;46;4;1;22;6;39;48000
512;8;3;3;13;11;41;60000
337;32;2;3;25;12;13;7000
374;96;3;2;6;14;29;91000
656;65;3;2;19;8;45;56000
563;60;3;3;18;15;12;90000
291;46;2;1;5;16;54;170000
375;96;1;2;13;19;40;20000
778;47;2;2;13;17;50;64000
532;18;1;3;9;8;49;5000
592;33;3;3;16;7;42;15000
596;8;2;2;19;0;29;185000
656;68;4;2;21;15;28;14000
69;4;2;2;29;6;58;68000
184;94;4;1;5;20;58;2000
663;24;2;2;15;5;44;11000
818;100;1;1;8;14;25;18000
737;83;3;2;31;19;13;136000
558;59;1;3;7;20;16;169000
401;93;1;2;4;15;12;45000
776;25;4;2;22;5;40;173000
828;17;4;2;16;7;20;51000
259;52;4;3;26;9;47;114000
92;12;3;2;9;3;34;100000
147;65;1;2;16;9;30;50000
470;66;1;3;12;3;11;39000
222;10;2;1;15;4;21;171000
203;77;1;3;15;15;48;88000
358;12;1;2;27;19;39;173000
326;92;1;1;26;10;50;99000
898;88;4;1;1;23;24;116000
259;2;3;1;13;7;16;146000
703;83;1;2;5;3;17;131000
433;21;1;3;26;15;44;59000
579;20;3;2;1;16;43;192000
562;76;2;3;20;3;47;141000
857;38;3;3;12;20;41;94000
36;45;4;2;20;12;44;169000
240;40;2;2;13;13;43;67000
211;61;4;1;1;20;47;178000
41;84;4;1;14;10;15;200000
384;74;3;1;8;3;18;128000
227;61;1;1;13;10;22;18000
225;1;3;3;2;9;39;60000
535;74;2;3;2;1;17;151000
716;70;2;1;14;8;12;33000
323;7;4;2;30;13;48;108000
558;49;1;3;11;9;51;18000
687;62;4;1;16;22;14;66000
856;7;3;3;20;13;39;164000
886;54;1;3;23;8;28;79000
873;93;3;3;7;22;32;41000
306;96;3;3;23;6;22;154000
369;52;3;2;12;14;45;70000
332;78;3;1;28;23;32;147000
320;46;1;2;16;2;25;26000
150;79;2;2;25;18;51;96000
141;28;1;2;27;10;46;50000
247;48;2;2;12;14;12;100000
537;24;2;1;19;20;55;44000
355;87;2;3;6;13;32;5000
456;29;3;1;18;11;40;126000
92;24;4;1;31;14;28;78000
210;77;3;1;28;23;25;71000
701;86;1;1;11;14;53;22000
432;3;3;3;5;11;21;167000
208;55;3;2;29;9;31;120000
205;98;3;1;1;0;26;73000
683;31;4;2;16;14;11;172000
204;72;4;2;17;14;55;186000
897;30;1;3;21;6;12;104000
492;40;1;2;27;4;59;167000
217;92;2;3;21;9;25;98000
632;49;2;3;29;22;41;45000
242;18;4;1;13;3;28;51000
352;81;3;2;7;20;18;171000
776;17;1;3;19;9;16;128000
988;5;1;2;16;1;52;161000
111;33;3;2;14;20;55;80000
656;57;3;3;21;0;47;170000
824;4;4;2;3;11;22;70000
930;88;1;3;6;21;31;38000
650;28;2;1;27;4;40;117000
172;45;3;2;24;6;39;65000
209;90;1;1;27;8;41;88000
510;81;3;3;8;9;59;116000
359;61;1;1;14;12;42;9000
953;25;4;1;13;20;28;62000
360;43;1;1;25;6;46;107000
434;60;1;2;12;17;15;30000
432;31;2;1;17;10;57;128000
846;17;3;1;11;22;49;87000
158;64;1;1;19;5;41;191000
437;16;1;2;5;17;53;199000
40;93;1;2;30;16;56;110000
192;44;2;3;28;22;38;22000
50;73;2;1;22;23;54;25000
296;20;3;2;13;6;59;147000
352;49;2;1;7;1;27;60000
642;84;3;3;12;21;30;10000
822;10;3;3;14;15;57;148000
970;24;4;3;31;9;34;111000
461;41;2;3;25;7;37;140000
708;56;3;1;18;0;12;188000
38;31;1;1;27;9;46;127000
429;58;3;3;26;16;46;14000
72;68;2;2;31;15;49;121000
587;87;3;1;20;22;13;44000
111;59;1;1;10;18;34;171000
837;31;2;3;24;17;57;106000
648;39;1;2;21;18;22;136000
904;80;4;3;23;17;10;35000
762;40;2;2;30;21;10;77000
331;95;2;2;26;22;37;48000
385;20;1;3;5;10;20;53000
783;26;2;3;18;13;23;185000
62;49;2;2;8;20;12;22000
40;94;4;1;29;5;16;188000
931;76;4;1;1;6;25;58000
266;82;4;2;30;14;27;66000
54;76;1;2;18;11;19;91000
713;9;4;3;8;8;41;34000
901;69;1;1;21;13;51;174000
656;17;3;1;12;9;16;30000
123;52;4;2;29;13;55;136000
620;21;4;1;15;23;21;126000
61;21;4;2;16;16;26;139000
45;5;1;1;5;8;16;138000
359;92;3;1;28;11;21;136000
293;96;1;1;11;22;13;22000
800;53;3;1;12;3;51;102000
409;43;4;2;2;7;59;95000
811;36;4;2;12;0;36;155000
886;8;1;2;10;14;48;89000
549;59;4;1;17;21;34;166000
869;28;3;3;21;21;53;13000
804;56;3;1;25;11;29;108000
348;51;3;3;2;18;14;184000
91;87;1;2;1;20;30;27000
645;23;4;1;25;3;52;143000
533;37;1;2;23;4;15;20000
274;34;3;2;13;5;42;176000
229;55;1;2;30;0;14;173000
325;10;2;1;10;0;48;81000
284;93;4;2;11;15;59;197000
885;80;4;2;8;12;38;6000
837;82;1;1;18;16;31;8000
468;29;1;2;24;12;11;106000
674;28;2;1;30;12;43;52000
882;65;3;3;12;0;43;117000
309;46;4;2;16;22;55;131000
296;20;4;1;30;22;22;188000
557;67;2;2;22;23;13;81000
171;81;4;3;20;11;56;127000
444;56;1;2;7;6;25;188000
383;19;4;1;30;22;38;75000
422;23;1;2;8;22;59;54000
804;91;1;2;24;20;47;123000
612;64;2;3;30;4;14;31000
180;18;1;1;4;11;35;7000
120;48;3;1;17;7;49;110000
841;14;2;2;25;4;56;31000
820;86;4;2;13;16;22;117000
92;76;4;3;27;3;12;56000
220;78;4;1;1;22;21;38000
432;16;4;2;2;7;25;105000
85;77;1;1;26;16;28;182000
127;44;1;1;16;18;47;183000
331;53;1;1;10;18;56;136000
756;75;1;2;12;1;15;62000
748;2;1;3;13;23;54;194000
971;83;4;3;15;4;13;101000
814;30;1;1;28;13;38;83000
266;62;3;1;5;6;44;148000
243;81;3;1;23;21;54;52000
539;36;3;2;7;0;55;116000
474;72;2;2;7;14;49;122000
215;94;2;1;21;1;27;172000
912;83;2;2;11;9;21;137000
180;99;4;3;8;15;45;41000
30;87;2;1;13;21;34;75000
771;76;2;2;19;6;47;30000
15;81;2;2;7;11;58;8000
182;5;3;2;7;4;13;153000
33;15;2;3;11;18;26;173000
238;79;1;1;23;8;31;70000
222;54;2;2;1;8;57;16000
61;22;1;2;19;18;22;25000
35;85;1;1;28;8;13;30000
484;92;1;3;6;4;12;11000
272;88;2;1;15;3;33;185000
541;49;2;2;31;19;43;45000
922;81;1;3;12;17;12;68000
59;6;1;1;7;0;54;155000
731;63;3;2;6;11;45;38000
397;32;1;3;19;5;19;132000
651;91;2;1;16;0;16;69000
151;8;3;2;11;13;18;107000
79;93;3;1;10;18;56;4000
362;2;2;2;12;10;57;33000
9;34;4;3;30;4;53;13000
383;18;2;2;16;7;49;159000
604;93;1;1;8;16;12;116000
477;66;1;1;13;18;30;133000
769;37;1;3;16;19;16;10000
506;8;4;2;13;15;23;116000
492;57;4;3;22;14;47;1000
585;81;4;3;23;1;27;36000
229;58;3;1;19;18;53;199000
868;81;1;2;13;19;43;172000
229;72;1;1;31;3;18;58000
459;17;3;3;28;17;35;175000
175;71;3;3;5;2;14;177000
715;74;3;2;26;7;16;80000
788;87;2;3;27;15;20;139000
614;30;3;3;19;2;57;103000
160;35;1;2;19;21;59;66000
596;99;4;3;24;13;52;55000
724;76;3;3;6;16;33;88000
645;8;4;2;17;12;44;115000
470;28;2;2;3;19;19;71000
20;27;2;1;2;21;59;160000
949;26;3;2;23;11;49;1000
146;61;1;1;28;17;14;36000
341;15;1;3;11;23;55;16000
50;91;1;3;3;0;32;140000
731;44;2;2;24;6;28;25000
405;39;1;1;29;7;43;134000
956;45;1;2;5;22;19;166000
960;93;1;1;15;15;20;76000
893;76;1;1;7;15;56;146000
503;100;2;2;6;18;24;200000
582;17;1;1;24;0;35;104000
749;51;1;1;27;22;14;138000
545;40;4;1;28;2;38;126000
110;64;2;2;30;7;39;43000
210;21;2;2;2;2;30;189000
223;11;1;2;14;4;45;161000
583;75;4;1;30;4;52;89000
172;22;2;1;11;12;51;69000
189;70;1;1;15;4;16;10000
773;76;2;1;13;10;33;119000
496;78;4;1;13;17;15;5000
190;4;3;3;13;20;49;131000
932;51;2;3;28;3;33;60000
370;47;3;2;28;11;52;79000
845;19;2;1;28;13;43;113000
812;98;2;2;21;5;33;67000
133;66;4;2;1;3;39;185000
804;39;1;1;25;9;57;114000
248;47;2;2;24;17;45;126000
766;43;1;1;25;14;53;77000
862;84;1;3;6;6;40;5000
536;87;1;3;31;19;14;171000
583;43;2;1;31;12;15;60000
214;10;4;3;1;10;57;196000
289;10;4;1;20;7;35;66000
55;26;1;1;4;8;41;109000
80;85;2;3;9;20;24;140000
393;55;4;3;14;18;29;80000
843;90;4;3;13;21;18;164000
706;48;3;1;20;0;28;124000
883;2;1;2;31;2;11;139000
999;73;3;1;7;11;29;155000
454;12;2;3;1;10;39;121000
181;98;2;1;19;9;32;134000
718;96;1;3;3;8;24;24000
696;20;3;1;18;20;24;40000
22;11;3;3;6;8;40;109000
978;30;2;2;24;22;13;79000
623;74;2;1;10;2;24;193000
45;6;1;2;21;6;43;145000
582;6;1;2;13;0;28;23000
662;40;1;3;21;7;45;174000
823;63;2;2;31;13;22;110000
695;69;3;1;30;7;49;20000
174;14;4;1;19;17;27;30000
541;87;4;3;22;4;42;127000
624;91;3;1;14;6;34;123000
348;73;4;3;12;5;54;43000
559;11;4;3;1;18;43;72000
868;62;3;3;21;12;12;18000
509;99;1;3;28;18;20;94000
94;19;2;1;9;9;55;159000
875;12;4;3;27;15;54;25000
13;29;1;1;13;10;15;178000
640;43;3;3;7;12;47;71000
85;68;3;1;2;12;18;80000
587;55;3;1;11;16;26;14000
147;47;2;2;6;23;25;27000
625;2;4;1;25;14;28;9000
887;30;4;3;20;2;40;35000
298;55;4;1;9;11;48;164000
239;91;3;1;6;7;13;64000
347;24;3;3;12;16;52;114000
599;25;4;2;7;2;28;170000
893;48;2;2;1;12;54;19000
499;29;2;3;24;21;45;68000
581;69;2;2;10;2;29;163000
115;36;1;2;13;19;29;117000
355;64;1;1;20;20;56;132000
465;3;1;1;23;6;43;122000
909;8;2;2;6;9;41;27000
871;65;3;2;9;1;20;191000
549;31;1;2;15;23;55;4000
844;76;3;2;10;4;16;87000
938;72;2;2;17;16;35;159000
638;6;3;1;21;2;55;28000
179;20;1;1;3;2;39;143000
828;25;3;1;29;7;54;193000
916;78;2;1;21;14;57;1000
439;42;2;1;19;17;58;109000
359;20;3;1;8;3;48;197000
805;24;3;2;18;9;48;180000
702;99;1;3;18;23;28;91000
802;34;4;3;3;6;35;186000
312;46;2;2;10;9;18;178000
183;50;4;3;12;6;34;83000
195;58;3;2;19;11;32;133000
656;39;1;3;6;10;15;134000
542;40;4;1;31;3;58;121000
706;31;3;1;19;13;19;166000
166;87;2;2;4;2;19;154000
354;81;1;1;24;9;59;122000
88;61;1;2;5;19;46;195000
914;93;2;3;20;22;44;118000
900;10;1;3;28;9;40;82000
635;90;4;3;7;4;15;51000
648;66;1;3;25;15;28;76000
986;61;4;3;30;1;43;52000
268;59;1;3;11;3;17;98000
731;6;2;3;21;18;36;73000
538;95;1;3;1;21;29;115000
250;98;2;1;21;13;13;138000
611;77;4;1;31;5;37;174000
243;7;3;2;2;15;16;140000
643;21;4;1;30;0;36;16000
637;4;4;3;19;13;47;2000
818;27;2;2;20;12;19;127000
389;7;4;3;5;15;41;65000
72;17;4;3;9;10;40;56000
416;37;4;2;7;4;18;126000
307;30;1;2;1;15;48;98000
189;22;4;2;21;4;54;197000
748;28;1;3;2;6;25;136000
759;21;2;2;6;4;27;198000
471;91;4;2;12;5;55;25000
255;32;4;3;20;0;40;156000
666;97;1;1;22;4;12;197000
867;6;1;1;19;22;16;71000
38;49;1;1;30;5;33;118000
827;36;1;2;5;4;42;191000
11;96;2;2;12;14;42;175000
361;1;3;3;10;19;55;137000
911;80;4;1;26;15;13;173000
527;7;3;2;21;13;59;48000
540;56;2;2;27;8;31;71000
991;66;3;1;13;11;46;2000
59;25;2;1;6;10;57;164000
345;8;2;2;15;14;35;14000
117;52;3;3;27;8;35;134000
208;32;3;3;22;20;52;122000
142;30;3;1;25;19;16;49000
902;42;2;3;15;23;49;33000
890;99;4;2;16;22;50;152000
52;97;4;3;29;4;38;159000
830;4;2;2;13;3;44;85000
494;97;3;3;6;14;27;196000
970;91;2;2;25;20;44;117000
968;17;3;3;15;12;58;98000
154;26;1;3;17;17;21;6000
714;15;1;2;17;18;13;128000
356;74;2;1;2;20;43;171000
975;3;1;3;29;20;46;38000
621;80;4;1;29;20;52;12000
142;25;1;2;12;1;22;172000
229;28;4;1;10;16;29;36000
253;64;1;1;6;8;39;161000
352;89;1;1;18;1;41;198000
330;9;4;2;26;18;15;170000
59;75;4;1;22;6;25;28000
424;37;2;3;4;1;38;47000
845;56;2;2;12;17;24;143000
853;9;3;1;17;9;23;170000
661;25;2;2;16;17;50;42000
553;37;1;2;25;12;33;197000
901;36;2;3;10;1;37;81000
635;87;4;3;17;12;50;82000
861;34;4;1;16;1;30;79000
153;2;3;2;14;10;31;200000
207;34;4;1;24;3;35;178000
497;87;3;3;23;9;24;183000
636;93;4;3;11;2;22;80000
460;37;2;2;18;5;30;105000
356;62;4;3;4;10;31;173000
917;74;1;1;25;18;24;109000
903;90;3;3;13;3;14;16000
437;45;2;1;12;4;49;150000
557;23;2;2;6;22;36;179000
104;31;2;1;22;16;49;96000
412;9;3;3;15;10;38;46000
548;12;2;2;2;7;39;29000
697;98;4;3;9;3;14;168000
360;4;3;3;30;2;14;135000
635;74;3;2;28;22;43;167000
743;51;2;1;12;23;24;21000
327;16;4;3;28;13;26;31000
167;66;4;1;6;12;51;85000
773;71;2;3;24;9;25;179000
393;54;2;1;12;12;19;35000
137;3;1;3;1;19;41;90000
639;52;3;2;6;4;56;86000
577;75;1;1;28;14;25;176000
23;83;2;3;17;11;43;196000
722;46;2;1;20;5;18;125000
